alpha,K,mixture_id,dataset_id,n,N,d,cost_scheme,rule,threshold,k_hat,k_correct,exact_recovery,mixture_key
0.1,3,17,0,1000,200,5,constant,asw-pam,,3,1,1,mixture/0.1/3/5/17
0.1,3,17,0,1000,200,5,constant,asw-average,,3,1,1,mixture/0.1/3/5/17
0.1,3,18,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/18
0.1,3,18,0,1000,200,5,constant,geomean,0.27527440854536417,10,0,0,mixture/0.1/3/5/18
0.1,3,18,0,1000,200,5,constant,safeguard,0.2762704587433726,10,0,0,mixture/0.1/3/5/18
0.1,3,18,0,1000,200,5,constant,asw-pam,,4,0,0,mixture/0.1/3/5/18
0.1,3,18,0,1000,200,5,constant,asw-average,,4,0,0,mixture/0.1/3/5/18
0.1,3,19,0,1000,200,5,constant,stated,0.5395907397331495,3,1,1,mixture/0.1/3/5/19
0.1,3,19,0,1000,200,5,constant,geomean,0.17634057956125687,8,0,0,mixture/0.1/3/5/19
0.1,3,19,0,1000,200,5,constant,safeguard,0.17634057956125687,8,0,0,mixture/0.1/3/5/19
0.1,3,19,0,1000,200,5,constant,asw-pam,,4,0,0,mixture/0.1/3/5/19
0.1,3,19,0,1000,200,5,constant,asw-average,,4,0,0,mixture/0.1/3/5/19
0.1,4,0,0,1000,200,5,constant,stated,0.5395907397331495,3,0,0,mixture/0.1/4/5/0
0.1,4,0,0,1000,200,5,constant,geomean,0.16949336270190649,7,0,0,mixture/0.1/4/5/0
0.1,4,0,0,1000,200,5,constant,safeguard,0.2768100494831057,6,0,0,mixture/0.1/4/5/0
0.1,4,0,0,1000,200,5,constant,asw-pam,,3,0,0,mixture/0.1/4/5/0
0.1,4,0,0,1000,200,5,constant,asw-average,,3,0,0,mixture/0.1/4/5/0
0.1,4,1,0,1000,200,5,constant,stated,0.5395907397331495,3,0,0,mixture/0.1/4/5/1
0.1,4,1,0,1000,200,5,constant,geomean,0.15939887076137027,3,0,0,mixture/0.1/4/5/1
0.1,4,1,0,1000,200,5,constant,safeguard,0.42843504734812077,3,0,0,mixture/0.1/4/5/1
0.1,4,1,0,1000,200,5,constant,asw-pam,,3,0,0,mixture/0.1/4/5/1
0.1,4,1,0,1000,200,5,constant,asw-average,,3,0,0,mixture/0.1/4/5/1
0.1,4,2,0,1000,200,5,constant,stated,0.5395907397331495,4,1,1,mixture/0.1/4/5/2
0.1,4,2,0,1000,200,5,constant,geomean,0.13283071933856255,4,1,1,mixture/0.1/4/5/2
0.1,4,2,0,1000,200,5,constant,safeguard,0.21637588663299298,4,1,1,mixture/0.1/4/5/2
0.1,4,2,0,1000,200,5,constant,asw-pam,,4,1,1,mixture/0.1/4/5/2
0.1,4,2,0,1000,200,5,constant,asw-average,,4,1,1,mixture/0.1/4/5/2
0.1,4,3,0,1000,200,5,constant,stated,0.5395907397331495,3,0,0,mixture/0.1/4/5/3
0.1,4,3,0,1000,200,5,constant,geomean,0.1647300822557915,9,0,0,mixture/0.1/4/5/3
0.1,4,3,0,1000,200,5,constant,safeguard,0.2287864736468554,4,1,0,mixture/0.1/4/5/3
0.1,4,3,0,1000,200,5,constant,asw-pam,,3,0,0,mixture/0.1/4/5/3
0.1,4,3,0,1000,200,5,constant,asw-average,,3,0,0,mixture/0.1/4/5/3
0.1,4,4,0,1000,200,5,constant,stated,0.5395907397331495,3,0,0,mixture/0.1/4/5/4
0.1,4,4,0,1000,200,5,constant,geomean,0.2040000000000001,4,1,1,mixture/0.1/4/5/4
0.1,4,4,0,1000,200,5,constant,safeguard,0.3118834475657605,4,1,1,mixture/0.1/4/5/4
0.1,4,4,0,1000,200,5,constant,asw-pam,,4,1,1,mixture/0.1/4/5/4
0.1,4,4,0,1000,200,5,constant,asw-average,,4,1,1,mixture/0.1/4/5/4
0.1,4,5,0,1000,200,5,constant,stated,0.5395907397331495,4,1,1,mixture/0.1/4/5/5
0.1,4,5,0,1000,200,5,constant,geomean,0.1617405329532458,4,1,1,mixture/0.1/4/5/5
0.1,4,5,0,1000,200,5,constant,safeguard,0.29407695315456645,4,1,1,mixture/0.1/4/5/5
0.1,4,5,0,1000,200,5,constant,asw-pam,,4,1,1,mixture/0.1/4/5/5
0.1,4,5,0,1000,200,5,constant,asw-average,,4,1,1,mixture/0.1/4/5/5
0.1,4,6,0,1000,200,5,constant,stated,0.5395907397331495,2,0,0,mixture/0.1/4/5/6
0.1,4,6,0,1000,200,5,constant,geomean,0.12258874336577569,4,1,1,mixture/0.1/4/5/6
0.1,4,6,0,1000,200,5,constant,safeguard,0.1559417237828802,4,1,1,mixture/0.1/4/5/6
0.1,4,6,0,1000,200,5,constant,asw-pam,,4,1,1,mixture/0.1/4/5/6
0.1,4,6,0,1000,200,5,constant,asw-average,,4,1,1,mixture/0.1/4/5/6
0.1,4,7,0,1000,200,5,constant,stated,0.5395907397331495,4,1,1,mixture/0.1/4/5/7
0.1,4,7,0,1000,200,5,constant,geomean,0.24955961211702493,4,1,1,mixture/0.1/4/5/7
0.1,4,7,0,1000,200,5,constant,safeguard,0.28004759392150463,4,1,1,mixture/0.1/4/5/7
0.1,4,7,0,1000,200,5,constant,asw-pam,,4,1,1,mixture/0.1/4/5/7
0.1,4,7,0,1000,200,5,constant,asw-average,,4,1,1,mixture/0.1/4/5/7
0.1,4,8,0,1000,200,5,constant,stated,0.5395907397331495,3,0,0,mixture/0.1/4/5/8
0.1,4,8,0,1000,200,5,constant,geomean,0.13548431643551964,4,1,1,mixture/0.1/4/5/8
0.1,4,8,0,1000,200,5,constant,safeguard,0.19047553112580176,4,1,1,mixture/0.1/4/5/8
0.1,4,8,0,1000,200,5,constant,asw-pam,,3,0,0,mixture/0.1/4/5/8
0.1,4,8,0,1000,200,5,constant,asw-average,,3,0,0,mixture/0.1/4/5/8
0.1,4,9,0,1000,200,5,constant,stated,0.5395907397331495,3,0,0,mixture/0.1/4/5/9
0.1,4,9,0,1000,200,5,constant,geomean,0.10507140429250962,5,0,0,mixture/0.1/4/5/9
0.1,4,9,0,1000,200,5,constant,safeguard,0.2978540883326985,4,1,1,mixture/0.1/4/5/9
0.1,4,9,0,1000,200,5,constant,asw-pam,,4,1,1,mixture/0.1/4/5/9
0.1,4,9,0,1000,200,5,constant,asw-average,,4,1,1,mixture/0.1/4/5/9
0.1,4,10,0,1000,200,5,constant,stated,0.5395907397331495,4,1,1,mixture/0.1/4/5/10
0.1,4,10,0,1000,200,5,constant,geomean,0.1443329484213498,4,1,1,mixture/0.1/4/5/10
0.1,4,10,0,1000,200,5,constant,safeguard,0.35127357156628036,4,1,1,mixture/0.1/4/5/10
0.1,4,10,0,1000,200,5,constant,asw-pam,,4,1,1,mixture/0.1/4/5/10
0.1,4,10,0,1000,200,5,constant,asw-average,,4,1,1,mixture/0.1/4/5/10
0.1,4,11,0,1000,200,5,constant,stated,0.5395907397331495,3,0,0,mixture/0.1/4/5/11
0.1,4,11,0,1000,200,5,constant,geomean,0.15732768351437715,5,0,0,mixture/0.1/4/5/11
0.1,4,11,0,1000,200,5,constant,safeguard,0.1964110292628664,4,1,1,mixture/0.1/4/5/11
0.1,4,11,0,1000,200,5,constant,asw-pam,,4,1,1,mixture/0.1/4/5/11
0.1,4,11,0,1000,200,5,constant,asw-average,,4,1,1,mixture/0.1/4/5/11
0.1,4,12,0,1000,200,5,constant,stated,0.5395907397331495,3,0,0,mixture/0.1/4/5/12
0.1,4,12,0,1000,200,5,constant,geomean,0.15252540771950088,3,0,0,mixture/0.1/4/5/12
0.1,4,12,0,1000,200,5,constant,safeguard,0.3922824677859997,3,0,0,mixture/0.1/4/5/12
0.1,4,12,0,1000,200,5,constant,asw-pam,,3,0,0,mixture/0.1/4/5/12
